school_id,name,address,school_type,region,total_students,total_posts,edu_office_code,edu_office_name,admin_standard_code,jurisdiction_org_name,road_address,road_address_detail,phone,homepage_url,coed_type,hs_general_type,anniversary_date,modified_date,school_level,founded_date,foundation_type,main_branch,operation_status,address_lot,latitude,longitude
B000008452,강북중학교,서울특별시 강북구 한천로150길 67,중학교,서울특별시,0,0,B10,서울특별시교육청,7121341,서울특별시성북강북교육지원청,서울특별시 강북구 한천로150길 67,(수유동/ 강북중학교),02-999-4104,http://www.kangbuk.ms.kr/,남여공학,일반계,19801227,20230615,중학교,19801227,공립,본교,운영,서울특별시 강북구 수유동 694,37.6449159,127.0253734
B000025385,강빛중학교,서울특별시 강동구 아리수로93다길 1,중학교,서울특별시,0,0,B10,서울특별시교육청,7130268,서울특별시강동송파교육지원청,서울특별시 강동구 아리수로93다길 1,"(강일동, 강빛초중통합학교)",02-6951-3964,http://gbm.sen.ms.kr,남여공학,,20210301,20230615,중학교,20210301,공립,본교,운영,서울특별시 강동구 강일동 120-4,37.57434332,127.1707749
B000012002,강서고등학교,서울특별시 양천구 목동중앙남로 27,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010118,서울특별시교육청,서울특별시 양천구 목동중앙남로 27,/ 강서고등학교 (목동),02-2642-0725,http://gangseo.sen.hs.kr,남,일반계,19831101,20230615,고등학교,19831101,사립,본교,운영,서울특별시 양천구 목동 735,37.53631557,126.8657711
B000008312,강신중학교,서울특별시 양천구 남부순환로 604,중학교,서울특별시,0,0,B10,서울특별시교육청,7081484,서울특별시강서양천교육지원청,서울특별시 양천구 남부순환로 604,(신월동/강신중학교),02-2694-9623,http://kangsin.sen.ms.kr,남여공학,일반계,19881224,20230615,중학교,19881224,공립,본교,운영,서울특별시 양천구 신월동 1010,37.5152145,126.8386365
B000012090,강일고등학교,서울특별시 강동구 아리수로98길 40,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010958,서울특별시교육청,서울특별시 강동구 아리수로98길 40,(강일동),02-428-6200,http://www.gang-il.hs.kr,남여공학,일반계,20100404,20230615,고등학교,20100301,공립,본교,운영,서울특별시 강동구 강일동 685-1,37.5638281,127.1779035
B000008292,강일중학교,서울특별시 강동구 고덕로27길 12,중학교,서울특별시,0,0,B10,서울특별시교육청,7130169,서울특별시강동송파교육지원청,서울특별시 강동구 고덕로27길 12,(암사동414-17),02-441-4651,http://kangil.sen.ms.kr,남여공학,일반계,19830415,20230615,중학교,19821209,공립,본교,운영,서울특별시 강동구 암사동 414-17,37.5553497,127.1382586
B000008387,강현중학교,서울특별시 동작구 상도로13라길 22,중학교,서울특별시,0,0,B10,서울특별시교육청,7132124,서울특별시동작관악교육지원청,서울특별시 동작구 상도로13라길 22,/ 강현중학교 (상도동),02-815-3939,http://sganghyeon.sen.ms.kr,남여공학,일반계,19680806,20230615,중학교,19680806,공립,본교,운영,서울특별시 동작구 상도동 335-5,37.50311599,126.9307563
B000008163,개봉중학교,서울특별시 구로구 고척로21나길 68,중학교,서울특별시,0,0,B10,서울특별시교육청,7041165,서울특별시남부교육지원청,서울특별시 구로구 고척로21나길 68,(개봉동),02-3660-2400,http://gaebong.sen.ms.kr,남여공학,일반계,19840504,20230615,중학교,19840504,공립,본교,운영,서울특별시 구로구 개봉동 24-2,37.50352932,126.8423998
B000008439,개운중학교,서울특별시 성북구 북악산로 935,중학교,서울특별시,0,0,B10,서울특별시교육청,7121342,서울특별시성북강북교육지원청,서울특별시 성북구 북악산로 935,(돈암동/개운중학교),02-3291-5492,http://www.gw.ms.kr,남여공학,해당없음,20060301,20230615,중학교,20060301,공립,본교,운영,서울특별시 성북구 돈암동 83-145,37.59462665,127.0248421
B000008164,개웅중학교,서울특별시 구로구 개봉로11길 81,중학교,서울특별시,0,0,B10,서울특별시교육청,7041166,서울특별시남부교육지원청,서울특별시 구로구 개봉로11길 81,/ 개웅중학교 (개봉동/개웅중학교),02-2613-3342,http://www.kaewoong.ms.kr,남여공학,일반계,19870212,20230615,중학교,19870212,공립,본교,운영,서울특별시 구로구 개봉동 273-15,37.4875269,126.8510711
B000008371,개원중학교,서울특별시 강남구 영동대로 101,중학교,서울특별시,0,0,B10,서울특별시교육청,7091420,서울특별시강남서초교육지원청,서울특별시 강남구 영동대로 101,/ 개원중학교 (개포동/개원중학교),02-3411-8321,http://gaewon.sen.ms.kr,남여공학,일반계,19841204,20230615,중학교,19841204,공립,본교,운영,서울특별시 강남구 개포동 184,37.49163975,127.0714157
B000012062,개포고등학교,서울특별시 강남구 개포로 402,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010058,서울특별시교육청,서울특별시 강남구 개포로 402,(개포동/ 개포고등학교),02-576-3333,http://www.gaepo.hs.kr,남여공학,일반계,19870512,20230615,고등학교,19870512,공립,본교,운영,서울특별시 강남구 개포동 173,37.48495285,127.0594065
B000030582,개포중학교,서울특별시 강남구 선릉로 9,중학교,서울특별시,0,0,B10,서울특별시교육청,7091421,서울특별시강남서초교육지원청,서울특별시 강남구 선릉로 9,(개포동/개포중학교),02-571-1361,http://www.gaepo.ms.kr,남여공학,일반계,19830422,20240623,중학교,19821209,공립,본교,운영,서울특별시 강남구 개포동 660-37,37.48078757,127.0616268
B000008266,거원중학교,서울특별시 송파구 양산로2길 30,중학교,서울특별시,0,0,B10,서울특별시교육청,7130170,서울특별시강동송파교육지원청,서울특별시 송파구 양산로2길 30,(거여동/거원중학교),02-405-4205,http://www.geowon.ms.kr,남여공학,일반계,19980406,20250309,중학교,19971220,공립,본교,운영,서울특별시 송파구 거여동 296,37.48772386,127.1465491
B000011940,건국대학교사범대학부속고등학교,서울특별시 광진구 능동로 120,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010119,서울특별시교육청,서울특별시 광진구 능동로 120,/ 건국대학교사범대학부속고등학교 (화양동),070-7012-3500,http://konkuk.sen.hs.kr,남여공학,일반계,19800515,20230615,고등학교,19800131,사립,본교,운영,서울특별시 광진구 화양동 1,37.53918267,127.0747119
B000008432,건국대학교사범대학부속중학교,서울특별시 광진구 자양로 145-1,중학교,서울특별시,0,0,B10,서울특별시교육청,7134119,서울특별시성동광진교육지원청,서울특별시 광진구 자양로 145-1,건국대학교사범대학부속중학교,02-457-0318,http://konkuk.sen.ms.kr,남여공학,일반계,19680515,20230615,중학교,19671230,사립,본교,운영,서울특별시 광진구 화양동 1,37.5412444,127.0824863
B000012060,경기고등학교,서울특별시 강남구 영동대로 643,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010059,서울특별시교육청,서울특별시 강남구 영동대로 643,/ 경기고등학교 (삼성동),02-3496-7300,http://kyunggi.hs.kr/,남,일반계,19001003,20230615,고등학교,19001003,공립,본교,운영,서울특별시 강남구 삼성동 74-4,37.51756454,127.0560755
B000011316,경기기계공업고등학교,서울특별시 노원구 공릉로 264,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010271,서울특별시교육청,서울특별시 노원구 공릉로 264,(하계동),02-2289-1600,http://www.ggmt.hs.kr,남여공학,전문계,19570215,20230615,고등학교,19570215,공립,본교,운영,서울특별시 노원구 하계동 78,37.63224005,127.0749285
B000011289,경기상업고등학교,서울특별시 종로구 자하문로 136,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010272,서울특별시교육청,서울특별시 종로구 자하문로 136,(청운동),02-737-6490,http://ggc.sen.hs.kr,남여공학,전문계,19230514,20230615,고등학교,19230206,공립,본교,운영,서울특별시 종로구 청운동 89-3,37.58925853,126.9700571
B000012061,경기여자고등학교,서울특별시 강남구 삼성로 29,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010060,서울특별시교육청,서울특별시 강남구 삼성로 29,/ 경기여자고등학교 (개포동),02-573-6797,http://www.kgg.hs.kr,여,일반계,19080401,20230615,고등학교,19080401,공립,본교,운영,서울특별시 강남구 개포동 152,37.48691516,127.065453
A_7010385,경기여자고등학교부설방송통신고등학교,서울특별시 강남구 삼성로 29,방송통신고등학교,서울특별시,0,0,B10,서울특별시교육청,7010385,서울특별시교육청,서울특별시 강남구 삼성로 29,(개포동/경기여자고등학교),02-573-6796,http://www.kgg.hs.kr,여,일반계,20020101,20230709,방송통신고등학교,19740301,공립,,,,37.4867111,127.0659079
B000013459,경동고등학교,서울특별시 성북구 보문로29길 49,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010061,서울특별시교육청,서울특별시 성북구 보문로29길 49,(삼선동3가/ 경동고등학교),02-928-2353,www.kyungdong.hs.kr,남,일반계,19400416,20230615,고등학교,19400416,공립,본교,운영,서울특별시 성북구 삼선동3가 43-1,37.5863886,127.01492
A_7010386,경동고등학교부설방송통신고등학교,서울특별시 성북구 보문로29길 49,방송통신고등학교,서울특별시,0,0,B10,서울특별시교육청,7010386,서울특별시교육청,서울특별시 성북구 보문로29길 49,(삼선동3가/ 경동고등학교),02-928-2077,http://kyungdong.cyber.hs.kr,남여공학,일반계,20020101,20230709,방송통신고등학교,19741231,공립,,,,37.5858924,127.0149075
B000013481,경문고등학교,서울특별시 동작구 동작대로 171,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010120,서울특별시교육청,서울특별시 동작구 동작대로 171,/ 경문고등학교 (동작동),02-535-1301,http://kyungmoon.sen.hs.kr,남,일반계,19800507,20230615,고등학교,19800124,사립,본교,운영,서울특별시 동작구 동작동 산4-2,37.49341886,126.9822734
B000011917,경복고등학교,서울특별시 종로구 자하문로28가길 9,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010062,서울특별시교육청,서울특별시 종로구 자하문로28가길 9,/ 경복고등학교 (청운동/경복고등학교),02-397-5301,http://kyungbock.sen.hs.kr,남,일반계,19210502,20230615,고등학교,19210502,공립,본교,운영,서울특별시 종로구 청운동 89-9,37.58594567,126.9715109
A_7010387,경복고등학교부설방송통신고등학교,서울특별시 종로구 자하문로28가길 9,방송통신고등학교,서울특별시,0,0,B10,서울특별시교육청,7010387,서울특별시교육청,서울특별시 종로구 자하문로28가길 9,(청운동),02-397-5470,http://www.cyber.hs.kr/user/index.do,남여공학,일반계,19740323,20230709,방송통신고등학교,19740323,공립,,,,37.5868686,126.9714041
B000022765,경복비즈니스고등학교,서울특별시 강서구 화곡로 379,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010835,서울특별시교육청,서울특별시 강서구 화곡로 379,(등촌동),02-3661-3425,http://kbb.sen.hs.kr,남여공학,전문계,19721002,20250914,고등학교,19721002,사립,본교,운영,서울특별시 강서구 등촌동 131,37.55802536,126.8526703
B000012018,경복여자고등학교,서울특별시 강서구 화곡로63길 40,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010122,서울특별시교육청,서울특별시 강서구 화곡로63길 40,/ 경복여자고등학교 (등촌동),02-3661-1741,http://www.kb.hs.kr,여,일반계,19931002,20230615,고등학교,19931002,사립,본교,운영,서울특별시 강서구 등촌동 131,37.55782183,126.8505957
B000008324,경서중학교,서울특별시 강서구 양천로59길 31,중학교,서울특별시,0,0,B10,서울특별시교육청,7081485,서울특별시강서양천교육지원청,서울특별시 강서구 양천로59길 31,(가양동),02-2668-0304,http://gyeongseo.sen.ms.kr,남여공학,일반계,19930404,20230615,중학교,19500901,공립,본교,운영,서울특별시 강서구 가양동 1483,37.56124186,126.857764
B000011997,경성고등학교,서울특별시 마포구 성미산로 111,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010124,서울특별시교육청,서울특별시 마포구 성미산로 111,/ 경성고등학교 (연남동),02-3140-1168,http://www.gyeongseong.hs.kr,남,일반계,19671023,20230615,고등학교,19671229,사립,본교,운영,서울특별시 마포구 연남동 369-1,37.56351064,126.9191663
B000008156,경성중학교,서울특별시 마포구 성미산로 111,중학교,서울특별시,0,0,B10,서울특별시교육청,7031179,서울특별시서부교육지원청,서울특별시 마포구 성미산로 111,/ 경성중학교 (연남동/경성중고등학교),02-3140-1114,http://www.gyeongseong.ms.kr,남,일반계,19671023,20230615,중학교,19670902,사립,본교,운영,서울특별시 마포구 연남동 369-1,37.56351064,126.9191663
B000008413,경수중학교,서울특별시 성동구 뚝섬로13길 14,중학교,서울특별시,0,0,B10,서울특별시교육청,7134120,서울특별시성동광진교육지원청,서울특별시 성동구 뚝섬로13길 14,(성수동2가),02-464-0675,http://www.gsu.ms.kr,남여공학,일반계,19810504,20230615,중학교,19801227,공립,본교,운영,서울특별시 성동구 성수동2가 268,37.53950904,127.0592712
B000011919,경신고등학교,서울특별시 종로구 혜화로 74,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010125,서울특별시교육청,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),02-762-0393,http://kyungshin.hs.kr,남,일반계,18850509,20230615,고등학교,18850509,사립,본교,운영,서울특별시 종로구 혜화동 5-119,37.59222582,126.999531
B000008234,경신중학교,서울특별시 종로구 혜화로 74,중학교,서울특별시,0,0,B10,서울특별시교육청,7061094,서울특별시중부교육지원청,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),02-762-0313,https://ksms.sen.ms.kr,남,일반계,18850509,20230615,중학교,18850509,사립,본교,운영,서울특별시 종로구 혜화동 5-119,37.59220227,126.999531
B000008342,경원중학교,서울특별시 서초구 신반포로33길 39,중학교,서울특별시,0,0,B10,서울특별시교육청,7091422,서울특별시강남서초교육지원청,서울특별시 서초구 신반포로33길 39,(잠원동/경원중학교),02-593-6578,http://gyeongwon.sen.ms.kr,남여공학,일반계,19810301,20230615,중학교,19810301,공립,본교,운영,서울특별시 서초구 잠원동 66-1,37.5115816,127.0090183
B000012023,경인고등학교,서울특별시 구로구 경인로46길 31,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010563,서울특별시교육청,서울특별시 구로구 경인로46길 31,/ 경인고등학교 (고척동),02-2618-3043,http://kyeongin.sen.hs.kr,남여공학,일반계,20020516,20230615,고등학교,20020301,공립,본교,운영,서울특별시 구로구 고척동 66-28,37.49599268,126.8654289
B000008161,경인중학교,서울특별시 구로구 경인로 301,중학교,서울특별시,0,0,B10,서울특별시교육청,7041167,서울특별시남부교육지원청,서울특별시 구로구 경인로 301,(개봉동),02-2612-3471,kyeongin.sen.ms.kr,남여공학,일반계,19691111,20230615,중학교,19691111,공립,본교,운영,서울특별시 구로구 개봉동 143-4,37.49846566,126.8536725
B000013451,경일고등학교,서울특별시 성동구 성수일로 27,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010698,서울특별시교육청,서울특별시 성동구 성수일로 27,/ 경일고등학교 (성수동1가),02-463-3520,http://kyungil.sen.hs.kr,남여공학,일반계,20040506,20230615,고등학교,20040506,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,37.54382982,127.0478683
B000008416,경일중학교,서울특별시 성동구 성수일로 27,중학교,서울특별시,0,0,B10,서울특별시교육청,7134121,서울특별시성동광진교육지원청,서울특별시 성동구 성수일로 27,(성수동1가),02-468-0651,http://kyungil.ms.kr,남여공학,해당없음,20040506,20230615,중학교,20031230,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,37.54382982,127.0478683
B000013455,경희고등학교,서울특별시 동대문구 경희대로 26,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010126,서울특별시교육청,서울특별시 동대문구 경희대로 26,(회기동/ 경희고등학교),02-966-3782,http://www.kyungheeboy.hs.kr/,남,일반계,19591212,20230615,고등학교,19591212,사립,본교,운영,서울특별시 동대문구 회기동 1-5,37.5964494,127.0525009
B000011944,경희여자고등학교,서울특별시 동대문구 경희대로 26,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010127,서울특별시교육청,서울특별시 동대문구 경희대로 26,경희여자고등학교,02-966-4560,http://kyunghee.sen.hs.kr,여,일반계,19600415,20240414,고등학교,19600209,사립,본교,운영,서울특별시 동대문구 회기동 1-5,37.5964494,127.0525009
B000008098,경희여자중학교,서울특별시 동대문구 경희대로 26,중학교,서울특별시,0,0,B10,서울특별시교육청,7021122,서울특별시동부교육지원청,서울특별시 동대문구 경희대로 26,(회기동),02-2250-8888,http://kyungheegls.sen.ms.kr,여,일반계,19600518,20230615,중학교,19600209,사립,본교,운영,서울특별시 동대문구 회기동 1-5,37.5964494,127.0525009
B000008094,경희중학교,서울특별시 동대문구 경희대로 26,중학교,서울특별시,0,0,B10,서울특별시교육청,7021123,서울특별시동부교육지원청,서울특별시 동대문구 경희대로 26,/ 경희중학교 (회기동),02-966-6402,http://www.kyunghee.ms.kr,남,일반계,19600415,20230615,중학교,19591212,사립,본교,운영,서울특별시 동대문구 회기동 1-5,37.5964494,127.0525009
B000023259,계성고등학교,서울특별시 성북구 길음로 63,고등학교,서울특별시,0,0,B10,서울특별시교육청,7011312,서울특별시교육청,서울특별시 성북구 길음로 63,/ 계성고등학교 (길음동),02-728-6100,gyeseong.sen.hs.kr,남여공학,일반계,19440908,20230615,고등학교,19440908,사립,본교,운영,서울특별시 성북구 길음동 1284-15,37.6074936,127.0201836
B000008286,고덕중학교,서울특별시 강동구 동남로82길 94,중학교,서울특별시,0,0,B10,서울특별시교육청,7130171,서울특별시강동송파교육지원청,서울특별시 강동구 동남로82길 94,(고덕동),02-2045-6000,http://www.godeok.ms.kr,남여공학,일반계,19841130,20230615,중학교,19841130,공립,본교,운영,서울특별시 강동구 고덕동 223,37.56036661,127.1616435
B000011955,고려대학교사범대학부속고등학교,서울특별시 성북구 정릉로 161,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010797,서울특별시교육청,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),02-914-7483,https://koreahi.sen.hs.kr,남,일반계,19680311,20230615,고등학교,19680311,사립,본교,운영,서울특별시 성북구 정릉동 660,37.60783857,127.0028302
B000008450,고려대학교사범대학부속중학교,서울특별시 성북구 정릉로 161,중학교,서울특별시,0,0,B10,서울특별시교육청,7121358,서울특별시성북강북교육지원청,서울특별시 성북구 정릉로 161,(정릉동/고려대학교사범대학부속중학교),02-914-8853,http://www.koryo.ms.kr,남여공학,일반계,19680311,20230615,중학교,19680311,사립,본교,운영,서울특별시 성북구 정릉동 660,37.60783857,127.0028302
B000011312,고명외식고등학교,서울특별시 성북구 북악산로 870,고등학교,서울특별시,0,0,B10,서울특별시교육청,7011487,서울특별시교육청,서울특별시 성북구 북악산로 870,(돈암동),02-928-8366,http://komyung.sen.hs.kr,남여공학,전문계,19500520,20240324,고등학교,19560221,사립,본교,운영,서울특별시 성북구 돈암동 45-88,37.59767468,127.0191869
B000008443,고명중학교,서울특별시 성북구 북악산로 870,중학교,서울특별시,0,0,B10,서울특별시교육청,7121359,서울특별시성북강북교육지원청,서울특별시 성북구 북악산로 870,(돈암동/고명중학교),02-926-2837,http://komyung.sen.ms.kr,남,일반계,19550520,20230615,중학교,19550315,사립,본교,운영,서울특별시 성북구 돈암동 45-88,37.59767468,127.0191869
B000013476,고척고등학교,서울특별시 구로구 중앙로15길 162,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010063,서울특별시교육청,서울특별시 구로구 중앙로15길 162,/ 고척고등학교 (고척동/ 고척고등학교),02-2616-9813,http://gocheok.sen.hs.kr,남여공학,일반계,19841217,20230615,고등학교,19841215,공립,본교,운영,서울특별시 구로구 고척동 232,37.50804938,126.8498691
B000008165,고척중학교,서울특별시 구로구 중앙로3길 20,중학교,서울특별시,0,0,B10,서울특별시교육청,7041168,서울특별시남부교육지원청,서울특별시 구로구 중앙로3길 20,/ 고척중학교 (고척동),02-6917-7101,http://www.gocheok.ms.kr,남여공학,일반계,19850506,20230615,중학교,19841208,공립,본교,운영,서울특별시 구로구 고척동 76-2,37.49974083,126.8613425
B000008208,공릉중학교,서울특별시 노원구 노원로1길 42,중학교,서울특별시,0,0,B10,서울특별시교육청,7051174,서울특별시북부교육지원청,서울특별시 노원구 노원로1길 42,(공릉동/공릉중학교),02-971-5212,http://kongrung.sen.ms.kr,남여공학,일반계,19850430,20230615,중학교,19841208,공립,본교,운영,서울특별시 노원구 공릉동 250,37.62222778,127.0836019
B000027171,공항고등학교,서울특별시 강서구 방화대로34길 43,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010064,서울특별시교육청,서울특별시 강서구 방화대로34길 43,(마곡동/ 공항고등학교),02-2664-6874,http://www.konghang.hs.kr,남여공학,일반계,19830412,20230615,고등학교,19821130,공립,본교,운영,서울특별시 강서구 마곡동 733-3,37.57046109,126.8185198
B000008325,공항중학교,서울특별시 강서구 방화대로 241,중학교,서울특별시,0,0,B10,서울특별시교육청,7081487,서울특별시강서양천교육지원청,서울특별시 강서구 방화대로 241,(공항동/공항중학교),02-2662-0471,http://gonghang.ms.kr,남여공학,일반계,19550428,20230615,중학교,19550428,공립,본교,운영,서울특별시 강서구 공항동 12-3,37.5629055,126.8154269
B000012034,관악고등학교,서울특별시 영등포구 영등포로6길 26,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010065,서울특별시교육청,서울특별시 영등포구 영등포로6길 26,(양평동2가),02-2633-5954,http://kwan-ak.hs.kr,남여공학,일반계,19730427,20230615,고등학교,19550427,공립,본교,운영,서울특별시 영등포구 양평동2가 23-2,37.52179166,126.8829505
B000008398,관악중학교,서울특별시 관악구 남부순환로237길 60,중학교,서울특별시,0,0,B10,서울특별시교육청,7132125,서울특별시동작관악교육지원청,서울특별시 관악구 남부순환로237길 60,/ 관악중학교 (봉천동),02-889-1782,http://www.gwanak.ms.kr,남여공학,일반계,19820501,20230615,중학교,19810225,공립,본교,운영,서울특별시 관악구 봉천동 100-569,37.48125828,126.9619123
B000011935,광남고등학교,서울특별시 광진구 아차산로70길 17-16,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010066,서울특별시교육청,서울특별시 광진구 아차산로70길 17-16,/ 광남고등학교 (광장동/ 광남고등학교),02-2204-8705,http://www.gwang-nam.hs.kr,남여공학,일반계,19860513,20230615,고등학교,19860125,공립,본교,운영,서울특별시 광진구 광장동 554-11,37.54151472,127.1012139
B000008424,광남중학교,서울특별시 광진구 아차산로70길 17-62,중학교,서울특별시,0,0,B10,서울특별시교육청,7134122,서울특별시성동광진교육지원청,서울특별시 광진구 아차산로70길 17-62,/ 광남중학교 (광장동),02-456-8792,http://www.gwangnam.ms.kr,남여공학,일반계,19930504,20230615,중학교,19930116,공립,본교,운영,서울특별시 광진구 광장동 554-15,37.54083041,127.1016205
B000012094,광문고등학교,서울특별시 강동구 동남로 968,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010131,서울특별시교육청,서울특별시 강동구 동남로 968,/ 광문고등학교 (고덕동),02-427-2870,http://gwangmun.sen.hs.kr,남여공학,일반계,19851105,20230615,고등학교,19851105,사립,본교,운영,서울특별시 강동구 고덕동 295,37.56046181,127.1585463
B000011996,광성고등학교,서울특별시 마포구 신수로8길 20,고등학교,서울특별시,0,0,B10,서울특별시교육청,7010132,서울특별시교육청,서울특별시 마포구 신수로8길 20,(신수동),02-703-3457,http://kwangsung.sen.hs.kr,남,일반계,18940406,20230615,고등학교,18940406,사립,본교,운영,서울특별시 마포구 신수동 91-20,37.54869756,126.9359696
B000008155,광성중학교,서울 마포구 신수로8길 20,중학교,서울특별시,0,0,B10,서울특별시교육청,7031180,서울특별시서부교육지원청,서울 마포구 신수로8길 20,(신수동/광성중고등학교),02-703-3456,http://www.kwangsung.ms.kr,남,일반계,18940406,20230615,중학교,18940406,사립,본교,운영,서울특별시 마포구 신수동 91-20,37.54869756,126.9359696
A_7010523,광성하늘빛학교,서울특별시 송파구 올림픽로 625,특수학교,서울특별시,0,0,B10,서울특별시교육청,7010523,서울특별시교육청,서울특별시 송파구 올림픽로 625,/ 광성하늘빛학교 (풍납동/광성교회),02-474-1004,www.hanulbit.sc.kr/,남여공학,해당없음,20000520,20230627,특수학교,19991108,사립,,,,37.5376086,127.1225233
